el borde,"edge, border, brink, verge, rim, margin",N,m,
penar, to punish,V,,transitive
la libertad,"liberty, freedom",N,f,
horrible,horrible,Adj,,
el cementerio,cemetery,N,m,
el papi, daddy father,N,m,colloquial
la fantasía,fantasy,N,f,
el desorden,disorder,N,m,
antecedente,precedent,Adj,,
,Misspelling of samurái.,N,,
la graduación,graduation,N,f,
el lentes,eyeglasses,N,m,
el pozo,well ,N,m,hole in the ground as a source of water or other fluids
"contento, contenta",content,Adj,,
cuan," how, to what extent",Adv,,dated
la alta, certificate of discharge from a hospital,N,f,medicine
adentro,inside ,Adv,,especially implying a motion into
asesinar, to murder,V,,transitive
el carajo, penis,N,m,vulgar
el/la pirata,pirate ,N,m/f,person who commits robbery at sea against other ships
el/la dentista,dentist,N,m/f,
el cheque,"cheque, blank cheque",N,m,
francamente,frankly,Adv,,
el quirófano,operating room,N,m,
el sitio,"site, place",N,m,
personalmente,personally,Adv,,
invisible,invisible,Adj,,
la época,"epoch, era, age, time, day",N,f,
la muchacha,"female equivalent of muchacho; girl, young lady",N,f,
quejar,"only used in se ... quejar, syntactic variant of quejarse",V,,
general,"general, overall",Adj,,
suceder,"to happen, to befall, to occur",V,,
el cuento,story,N,m,
el inspector,inspector,N,m,
practicar, to practice,V,,transitive
agachar,to lower,V,,
extrañar, to miss someone or something,V,,transitive
la nieve,snow,N,f,
la estructura,structure,N,f,
el estacionamiento,parking ,N,m,the action of the verb to park
confundir," to confuse, to throw off, to baffle, to perplex",V,,transitive
"preciso, precisa",precise,Adj,,
elegante,"elegant, graceful",Adj,,
fallar, to fail,V,,transitive
atrapar,to capture,V,,
revisar,to revise,V,,
acusar," to accuse, charge, indict",V,,transitive
la organización,organization,N,f,
el proyecto,"project, plan",N,m,
"falso, falsa",false; untrue,Adj,,
el director,director,N,m,
la república,republic,N,f,
el terror,horror ,N,m,genre
el sheriff,sheriff ,N,m,all senses
"asqueroso, asquerosa","disgusting, repulsive, gross, distasteful",Adj,,
la cirugía,surgery,N,f,
el sacrificio,sacrifice,N,m,
"humano, humana",human,Adj,,
fatal,fatal,Adj,,
el truco,trick,N,m,
sonar," to sound, to ring",V,,intransitive
la niebla,fog ,N,f,a thick cloud that forms near the ground
el tiburón,shark,N,m,
crecer,to grow,V,,
"paso, pasa",dried ,Adj,,said of fruit
quedar, to be as a result of something,V,,intransitive
la docena,dozen,N,f,
el daño,damage,N,m,
admitir,"to accept, to admit, to agree to, to concede",V,,
la plataforma,platform ,N,f,a raised stage used for speeches and performances
el bolso,purse,N,m,
la instrucción,instruction,N,f,
cantante,"who sings, singing",Adj,,
la coca,coca ,N,f,"any of the four cultivated plants which belong to the family Erythroxylaceae, native to western South America"
el subtítulo,"subtitle, subhead, subheading ",N,m,a heading below or after a title
la actitud,"posture, pose, stance",N,f,
la transmisión,"broadcast, transmission",N,f,
la huella,footprint ,N,f,impression of the foot in a soft substance
sexual,sexual ,Adj,,pertaining to the sex of an organism
sonreír, to smile,V,,intransitive
enfadar,"to anger, to make angry",V,,
"centavo, centava", hundredth,Adj,,fractional number
"sagrado, sagrada","holy, sacred",Adj,,
avisar," to tell, tip off, notify, inform",V,,transitive
asustar," to scare, to frighten, to spook",V,,transitive
dañar," to damage, to harm, to hurt, to injure",V,,transitive
la vergüenza,shame,N,f,
espacial,spatial ,Adj,,pertaining to the dimension of space
la hambre,hunger,N,f,
la embajada,embassy,N,f,
"reverendo, reverenda","reverend, revered",Adj,,
causar,"to cause, to make",V,,
"extremo, extrema","extreme, dire",Adj,,
el trozo,piece,N,m,
tranquilizar," to calm, calm down",V,,transitive
cobarde,"cowardly, craven, gutless, spineless, dastardly",Adj,,
"roto, rota",broken,Adj,,
castigar,"to punish, to castigate ",V,,to cause to suffer for crime or misconduct
pelear, to fight to contend in physical conflict,V,,intransitive
el pasaje,"passing, crossing",N,m,
cruzar,to cross ,V,,including of legs
obviamente,obviously,Adv,,
el cañón, canyon,N,m,geography
el patrón,patron,N,m,
la paciencia,"patience, forbearance ",N,f,the quality of being patient
el vecindario,neighbourhood,N,m,
pasear," to stroll, to saunter, to promenade",V,,intransitive
valiente,"brave, courageous,  fearless",Adj,,
el análisis,analysis ,N,m,decomposition into parts
"absurdo, absurda","absurd, preposterous, ludicrous, ridiculous",Adj,,
el asiento,seat,N,m,
la capa,"cloak, cape ",N,f,a sleeveless garment hanging from the neck
la traición,treason,N,f,
la evidencia,evidence,N,f,
soler," to be accustomed to doing something, to do something on a regular basis, to do something usually or often",V,,auxiliary
rebelde,rebellious,Adj,,
discar, to dial,V,,Latin America
faltar," to be lacking, lack, not have",V,,"intransitive, or transitive with a or de"
súper," superb, great",Adj,,familiar
colar,"to sift, to strain, to filter",V,,
la agenda,"agenda, planner ",N,f,notebook
la serpiente,"snake, serpent ",N,f,legless reptile of the sub-order Serpentes
el camión,lorry ; truck US,N,m,UK
la oportunidad,"opportunity, chance, shot, break, occasion, time ",N,f,"in both senses: “chance for advancement, progress or profit” and “favorable circumstance or occasion”"
desayunar,to break a fast,V,,
la medalla,medal,N,f,
suficientemente,sufficiently,Adv,,
el comisario, inspector,N,m,law enforcement
razonable,reasonable,Adj,,
"solitario, solitaria",lonely,Adj,,
el muro, wall,N,m,physical
la limpieza,cleanliness,N,f,
"presupuesto, presupuesta",estimated,Adj,,
"cambiado, cambiada",changed,Adj,,
"cretino, cretina",affected by cretinism; cretinous,Adj,,
el casino,casino,N,m,
"bello, bella","beautiful, fair",Adj,,
el pico,beak ,N,m,of a bird
ocurrir," to happen, to occur",V,,impersonal
compartir,to share,V,,
la pasa,raisin,N,f,
el show,"show, spectacle",N,m,
duchar,to shower,V,,
la celda,cell,N,f,
la estrategia,strategy,N,f,
"político, política",political,Adj,,
acompañar," to accompany, to go with, to join, to tag along",V,,transitive
el líder,leader ,N,m,"of a group of people, a sports team etc."
el conflicto,conflict,N,m,
el concurso,concourse,N,m,
la paliza," beating, bashing",N,f,Spain
disparar,"to shoot, to fire ",V,,"e.g. a weapon, a rocket"
idiota,idiotic,Adj,,
el guión,Superseded spelling of guion.,N,m,
delante,"in front of, before ",Adv,,spatially
el tema,theme; plot ,N,m,"of a book, film or other media"
la licencia,license,N,f,
sinceramente,"sincerely, honestly",Adv,,
la elección,choice,N,f,
"cómodo, cómoda",comfortable,Adj,,
la pesadilla,nightmare,N,f,
la guerra,"war, warfare",N,f,
el recuerdo,memory,N,m,
honestamente,honestly,Adv,,
total,"total, complete, outright",Adj,,
arrancar, to pull out,V,,transitive
la bendición,blessing,N,f,
la tecnología,technology,N,f,
campar,to stand out,V,,
la destrucción,destruction,N,f,
"gracioso, graciosa","funny, amusing",Adj,,
identificar," to identify, to pinpoint",V,,transitive
encantador,"charming, captivating, enchanting, lovely",Adj,,
mental,mental,Adj,,
el rumor,rumor,N,m,
sorprendente,surprising,Adj,,
el cable,"cable, cord",N,m,
negociar,to negotiate,V,,
la cabina,cabin ,N,f,the passenger area of an airplane
"experto, experta",expert,Adj,,
"espantoso, espantosa","ghastly, gruesome, dreadful, awful, godawful, horrific, horrendous, horrible, terrible",Adj,,
infeliz,unhappy,Adj,,
japonés, of Japan; Japanese,Adj,,relational
centrar,"to focus, to center",V,,
"misterioso, misteriosa",mysterious,Adj,,
la espera,wait,N,f,
la caridad,charity,N,f,
botar,to bounce,V,,
espiar,"to spy, to spy on ",V,,act as a spy
la victoria,victory,N,f,
el lujo,"luxury, extravagance ",N,m,wealthy and comfortable surroundings
el entrenador,trainer,N,m,
combatir,to combat or fight,V,,
el chocolate,chocolate ,N,m,food made from cocoa beans
"automático, automática",automatic,Adj,,
manual,manual ,Adj,,performed by the hands
la locura," madness, craziness",N,f,uncountable
el cuero,leather,N,m,
extremadamente,extremely,Adv,,
el gerente,manager,N,m,
la pirámide,pyramid,N,f,
el testimonio,testimony,N,m,
la milla,English or American mile ,N,f,a unit of distance equivalent to about 1.6 km
el nacimiento, birth the act of being born,N,m,medicine
la cantidad,amount,N,f,
la doctora,female equivalent of doctor: female doctor,N,f,
la sociedad,"society, social order",N,f,
la marina,navy,N,f,
"precioso, preciosa",gorgeous,Adj,,
"furioso, furiosa","furious, raging, relentless",Adj,,
torturar, to torture,V,,transitive
el historial,"record, history ",N,m,"such as a person's criminal, work, or clinical record"
la combinación,combination,N,f,
flotar,to float,V,,
el tenis,tennis,N,m,
quemar, to burn,V,,transitive
acostumbrar," accustom, inure, familiarize",V,,transitive
vomitar,"to vomit, to be sick",V,,
la haya,"beech, beech tree",N,f,
fijar,"to fix, fasten, set, establish, determine",V,,
el pedido,order,N,m,
el cigarrillo,cigarette,N,m,
el símbolo,symbol,N,m,
la lágrima,"tear, teardrop",N,f,
el socio,partner,N,m,
la esencia,essence,N,f,
el priorato,priory,N,m,
el accidente,accident ,N,m,unexpected event with negative consequences
la atención,attention,N,f,
la mami, mommy,N,f,informal
cuando,when,Adv,,
la mercancía,"ware, merchandise",N,f,
el perfil,profile,N,m,
sorprender, to surprise,V,,transitive
el/la vodka,vodka,N,m/f,
el kilo,kilo ,N,m,kilogram
el alquiler,"Argentina, El Salvador, Spain rent a payment made in exchange for something borrowed, and its amount",N,m,"Argentina, El Salvador, Spaina payment made in exchange for something borrowed, and its amount"
el fantasma,"ghost, phantom, wraith",N,m,
el marica,"informal, derogatory poof; fag; faggot homosexual man",N,m,"informal, derogatoryhomosexual man"
el gatillo,trigger ,N,m,of a gun
ensayar,"to rehearse, to practice, to run lines",V,,
admirar,to admire,V,,
amenazar, to threaten,V,,transitive
recoger,"to collect, to gather, to pick up, to fetch, to retrieve ",V,,something previously left behind
el pendejo,pubic hair ,N,m,a single hair growing in the pubic region
sostener,"to hold, to hold up, to prop up, to sustain, to underpin ",V,,physically
el vampiro, vampire,N,m,folklore
directamente,"directly, firsthand",Adv,,
registrar,"to register, record",V,,
la leyenda,"legend, saga, traditional story",N,f,
la exposición,exposition,N,f,
el baile,dance ,N,m,a sequence of rhythmic steps or movements usually performed to music
tender," to tend to, to have a tendency",V,,intransitive
interrumpir,"to interrupt, to barge in, to disrupt, to disturb, to intrude, to cut in, to break in, to butt in",V,,
internar,"transitive, ~ en to send into especially the interior of a country or region",V,,"transitive, ~ enespecially the interior of a country or region"
el maletín,"briefcase, attaché case",N,m,
el/la chofer,chauffeur,N,m/f,
el tribunal,court,N,m,
el disfraz,disguise,N,m,
pescar,to fish,V,,
el balón,ball,N,m,
la espada,sword ,N,f,long-bladed weapon with a hilt
"vacío, vacía","empty, vacant",Adj,,
arruinar, to ruin,V,,transitive
confirmar,to confirm ,V,,accept something
la tropa,"troop, crowd",N,f,
el sobrino,nephew,N,m,
el labio, lip fleshy protrusion around the opening of the mouth,N,m,anatomy
asaltar,"to assault, to assail, to attack",V,,
la administración,administration ,N,f,act of administering government or public affairs
ciertamente,certainly,Adv,,
la señorita,young woman,N,f,
profundamente,"profoundly, deeply",Adv,,
el senador,senator,N,m,
el collar,necklace,N,m,
la prostituta,female equivalent of prostituto,N,f,
convertir, to convert,V,,transitive
la custodia,custody,N,f,
la temperatura,temperature,N,f,
el imperio,empire,N,m,
la baja,"casualty, loss",N,f,
agradable,"agreeable, pleasant",Adj,,
la banda, band al group,N,f,music
"cuerdo, cuerda",sane,Adj,,
"dispositivo, dispositiva","dispositive, regulatory",Adj,,
advertir, to warn,V,,transitive with de or with no preposition
invitar,to invite,V,,
excusar, to excuse,V,,transitive
generador,generating ,Adj,,that generates
despachar," to complete, conclude",V,,transitive
"afortunado, afortunada","lucky, fortunate",Adj,,
"jodido, jodida"," fucking, darned, crappy",Adj,,"Spain, vulgar"
el corredor,"corridor, hall",N,m,
el montón,"heap, pile ",N,m,"collection of things laid in a body, or thrown together so as to form an elevation"
el cráneo,"skull, cranium",N,m,
el nido,nest,N,m,
la garganta, throat,N,f,anatomy
"puto, puta"," fucking, goddamn",Adj,,vulgar
agarrar,to grab or take hold of,V,,
arreglar,"to fix, to repair, to mend",V,,
"equívoco, equívoca",ambiguous; equivocal,Adj,,
"sano, sana","healthy, sound",Adj,,
reinar,to reign; to rule over,V,,
el sistema,system,N,m,
"mago, maga", magician,Adj,,relational
el ascenso,ascent,N,m,
librar," to save, to rescue, to deliver, to preserve",V,,transitive
el presidente,president,N,m,
el presentimiento,"presentiment, foreboding",N,m,
el regalo,"present, gift",N,m,
la bienvenida,"welcome, greeting",N,f,
el petróleo,"petroleum, oil",N,m,
"delicioso, deliciosa","delicious, delectable, luscious",Adj,,
mencionar, to mention,V,,transitive
destruir,to destroy,V,,
"sujeto, sujeta","held, grasped",Adj,,
la boda, wedding,N,f,often in the plural
"raro, rara","rare, strange, odd",Adj,,
comercial,commercial,Adj,,
la rata,rat ,N,f,a medium-sized rodent belonging to the genus Rattus
el caso,case ,N,m,situation or fact
"guerrero, guerrera","bellicose, warlike",Adj,,
el grial,grail,N,m,
la cueva,cave,N,f,
el genio,genius,N,m,
el/la almirante,admiral,N,m/f,
atrever, to embolden,V,,obsolete
"quieto, quieta",calm,Adj,,
el/la piloto,pilot,N,m/f,
el centímetro,centimetre,N,m,
orar, to pray,V,,intransitive
"temprano, temprana",early,Adj,,
el homicidio,homicide; manslaughter,N,m,
bañar, to bathe to clean a person by immersion in water or using water; to give someone a bath,V,,transitive
preferir,to prefer,V,,
equipar, to equip to furnish for service,V,,transitive
la idea,idea,N,f,
la zorra,female equivalent of zorro; vixen; female fox,N,f,
adolescente,adolescent,Adj,,
excepto,except,Prep,,
apuntar," to point, to aim, to take aim a weapon",V,,transitive
la señoría,dominion,N,f,
"magnífico, magnífica",magnificent,Adj,,
la cabaña,"cabin, cottage, hut",N,f,
la dama,"lady, dame",N,f,
el/la rehén,hostage,N,m/f,
el favor,favor/favour,N,m,
linea,inflection of linear:,V,,
el discurso,discourse,N,m,
preocupar," to worry, to concern, to trouble, to be worrisome to, to preoccupy",V,,transitive
"hueco, hueca",hollow,Adj,,
vigilar,to watch over,V,,
aterrizar, to land e.g. an airplane,V,,intransitive
copiar," to copy, to crib",V,,transitive
"entero, entera",whole; entire,Adj,,
la mierda, shit solid excretory product evacuated from the bowels; feces.,N,f,vulgar
la casualidad,"chance, coincidence, happenstance, fluke, accident",N,f,
la corona,crown,N,f,
"desierto, desierta",desert,Adj,,
la muñeca, wrist,N,f,anatomy
volante,flying,Adj,,
el cariño,"affection, fondness",N,m,
procesar,to process,V,,
"romántico, romántica",romantic,Adj,,
breve,"brief, short",Adj,,
"patético, patética",pathetic,Adj,,
decente,decent ,Adj,,showing integrity and moral uprightness
la desgracia,disgrace,N,f,
el período,period ,N,m,a length of time
el correo,mail,N,m,
"aéreo, aérea",aerial,Adj,,
soldar,to weld,V,,
la crema,cream ,N,f,cosmetic product
la fase,"phase, stage",N,f,
recetar, to prescribe,V,,transitive
la posesión,possession,N,f,
merecer,to deserve,V,,
la gracia,"grace, charm",N,f,
figurar,to appear,V,,
la diosa,goddess,N,f,
el portal, portal; porch,N,m,architecture
la función,function,N,f,
la manera,way; manner,N,f,
el whisky,whisky ,N,m,alcoholic liquor
ante,"in front of, before",Prep,,
la conexión,connection ,N,f,the point at which two or more things are connected
el rato,"a while, bit ",N,m,a short period of time
el cáncer,cancer,N,m,
mentir,to lie ,V,,say something untrue
el permiso,permission,N,m,
la tristeza,"sadness, gloom, sorrow, gloominess, unhappiness, misery",N,f,
la diversión,"fun, entertainment, amusement, levity",N,f,
recompensar,to reward,V,,
la punta,"tip, point, end",N,f,
el embajador,ambassador,N,m,
el/la camarada,comrade ,N,m/f,"mate, companion"
el aterrizaje,landing ,N,m,of an airplane
la vega,meadow,N,f,
conectar," to connect, connect up, link",V,,transitive
coser,to sew,V,,
la delta,Greek letter delta,N,f,
adivinar,to guess,V,,
amable,"kind, amiable, gracious",Adj,,
el rock,rock ,N,m,music style
increíble,"incredible, unbelievable",Adj,,
pisar, to step; to walk; to tread,V,,intransitive
despegar," to detach, to remove, to unstick",V,,transitive
"peligroso, peligrosa","perilous, dangerous",Adj,,
lastimar,to injure,V,,
el voto,vote,N,m,
el modo,"way, manner",N,m,
encantar,"to delight, be delighting to, to charm, enchant",V,,
la violación,violation,N,f,
el rango,rank,N,m,
completar, to complete,V,,transitive
el radar,radar,N,m,
freír,to fry,V,,
el cliente,client,N,m,
obrar,"to act, to behave",V,,
el tiro,throw ,N,m,the act of throwing something
plantar,to plant ,V,,put a plant or seeds into the ground
lucir, to shine,V,,intransitive
el porqué,a reason ,N,m,e.g. the reason why something happens
la pistola,"pistol, handgun",N,f,
el prisionero,prisoner,N,m,
la coordenada,coordinate,N,f,
productor,producing,Adj,,
el saludo,"greeting, greetings",N,m,
el coño," pussy, cunt",N,m,"slang, Spain"
la serie,series ,N,f,a number of things that follow one another
disfrutar, to enjoy,V,,"transitive, intransitive"
robar,to rob,V,,
sobrevivir, to survive,V,,intransitive
el masaje,massage,N,m,
la sabiduría,wisdom,N,f,
el crimen,violent crime,N,m,
pelar,to peel ,V,,"fruits, vegetables"
policial," Related to the police, police force",Adj,,Spain
el arreglo,"adjustment, arrangement",N,m,
la ilusión,illusion,N,f,
la grasa,fat or grease used in cooking,N,f,
complicar,to complicate,V,,
el trauma, trauma,N,m,"medicine, psychology"
la risa,"laugh, laughter ",N,f,sound of laughing
armar,to arm ,V,,supply with weapons
citar, to cite,V,,transitive
la opción,option,N,f,
soportar,"to bear, to endure, to withstand, put up with, tolerate, to stomach, to weather, to handle",V,,
"rubio, rubia",blond,Adj,,
retroceder," to back up, to go back, to step back, to move backward, to shrink back",V,,intransitive
la manda,vow,N,f,
el dragón,dragon ,N,m,legendary serpentine creature
la vaca,cow ,N,f,adult female of the species Bos taurus
cerebral,cerebral,Adj,,
desaparecer," to disappear, to go missing, to vanish, to be gone",V,,intransitive
la nube,cloud,N,f,
el concepto,concept,N,m,
disponer," to prepare, arrange",V,,transitive
la pizza,pizza,N,f,
el sexo,gender,N,m,
fascinante,fascinating,Adj,,
"derecho, derecha",straight ,Adj,,not crooked or bent; having a constant direction throughout its length
"maravilloso, maravillosa","wonderful, marvelous",Adj,,
alarmar," to alarm, to alert",V,,transitive
federal,federal,Adj,,
el pedazo,"piece, chunk, hunk, bit, bite ",N,m,a part of a larger whole
potencial,potential,Adj,,
el jazz,jazz,N,m,
la aguja,needle,N,f,
la majestad,majesty,N,f,
el examen,"exam, examination, test",N,m,
el almacén,warehouse,N,m,
el gusano,worm,N,m,
funcionar," to work, to function",V,,intransitive
la bestia,beast,N,f,
el aliento,breath,N,m,
amar,"to love, have great affection for, care about",V,,
ordenar,to order,V,,
"florido, florida","flowery, ornate",Adj,,
"generoso, generosa",generous,Adj,,
la mansión,mansion,N,f,
la gasolina,"petrol, gasoline",N,f,
el balboa,balboa,N,m,
el grano,grain ,N,m,the seed of various grass food crops
"obvio, obvia",obvious,Adj,,
el monje,monk,N,m,
escalar," to scale, to climb",V,,transitive
el ciento,hundred ,N,m,100 units of something
marchar," to go, travel",V,,intransitive
la jefa," equivalent of jefe,  boss",N,f,female
saludable,healthful; healthy,Adj,,
el idioma,language,N,m,
demás,"other, remaining",Adj,,
la patrulla,patrol,N,f,
referir,to report,V,,
espiritual,spiritual,Adj,,
inútil,"useless, pointless",Adj,,
la hemorragia, hemorrhage,N,f,pathology
la habla,speech ,N,f,faculty of speech
el asistente,attendee,N,m,
atrás,behind,Adv,,
la cima,top,N,f,
el misil,missile ,N,m,a self-propelled projectile whose trajectory can be adjusted after it is launched
enfrente,"in front of, across from, opposite, facing",Adv,,
bromear," to joke, to kid to do or say something for amusement",V,,intransitive
el coraje,"courage, bravery, spunk",N,m,
la autopsia,autopsy,N,f,
"ruso, rusa",Russian,Adj,,
el zapato,shoe,N,m,
la agalla,oak apple,N,f,
la hierba,herb,N,f,
lamentar,"to lament, to regret",V,,
estrellar,"to smash, shatter",V,,
traidor,traitorous ,Adj,,characteristic of a traitor
el rancho,ranch,N,m,
el laboratorio,laboratory,N,m,
la flecha,arrow ,N,f,projectile
"indio, india",Indian ,Adj,,from India
quitar," to remove, to take away, to take down, to take off, to pull off, to pull out, to clear, to clear away, to strip, to strip away",V,,transitive
el disparo,shot,N,m,
disculpar," to excuse, forgive, pardon",V,,transitive
el/la guía,guide,N,m/f,
la maría,magpie ,N,f,bird
muelle,"soft, mild",Adj,,
egoísta,egotistic ,Adj,,believing oneself to be superior
engañar,"to trick, to deceive, to hoodwink, to cheat",V,,
fácil,"easy, facile, simple ",Adj,,requiring little effort
plata, argent,Adj,,heraldry
el/la sargento,sergeant,N,m/f,
amante,loving,Adj,,
el cuartel,quarters ,N,m,military lodging
la imaginación,imagination,N,f,
la aventura,adventure,N,f,
la razón,reason,N,f,
"complejo, compleja","complex, sophisticated, intricate ",Adj,,made of multiple parts
planear,"to plan, to plot",V,,
"lento, lenta",slow,Adj,,
el paquete,parcel,N,m,
hartar," to bore, tire, to make fed up",V,,"transitive, informal"
la forma,shape; form; figure,N,f,
concentrar,to concentrate,V,,
la beca,"grant, stipend",N,f,
la rutina,routine,N,f,
transportar,to transport,V,,
la confianza,"confidence, trust",N,f,
"futuro, futura",future ,Adj,,occurring in the future
el evento,event,N,m,
helar," to freeze, to cool",V,,transitive
rentar,to rent,V,,
el sufrimiento,suffering,N,m,
el acuerdo,agreement,N,m,
la selva," forest or jungle, wood, chiefly a rainforest",N,f,forestry
la fianza, suretyship,N,f,law
"sospechoso, sospechosa","suspicious, suspect, fishy, shady, sketchy",Adj,,
el infierno,hell,N,m,
notar, to note make a written record of and/or purposefully commit to memory,V,,transitive
la prioridad,priority,N,f,
la técnica,technique,N,f,
"enano, enana","dwarf, pygmy",Adj,,
avanzar, to advance to make something happen at an earlier time or date,V,,transitive
la velocidad,speed,N,f,
el orgullo,pride ,N,m,"arrogance, haughtiness"
abrazar," to hug, to embrace a person, an animal",V,,transitive
desconocer,"to not be familiar with, to not know, to not recognize",V,,
la opinión,opinion,N,f,
combustible,combustible,Adj,,
perdonar," to pardon, excuse, forgive",V,,transitive
interior,"inner, interior",Adj,,
meter,"to put in, insert",V,,
la broma,"joke, prank, practical joke",N,f,
genial,"genial, pleasant",Adj,,
la amiga,"female equivalent of amigo, friend",N,f,
desafortunadamente,unfortunately; regrettably,Adv,,
la mina,mine ,N,f,excavation from which ore is taken
"estúpido, estúpida",stupid,Adj,,
permanecer," to stay, remain, stand",V,,intransitive
la gafas,eyeglasses,N,f,
el monstruo,"monster, beast, behemoth",N,m,
"doloroso, dolorosa",painful,Adj,,
el tanque,tank ,N,m,military vehicle
corriente,"flowing, running",Adj,,
"honesto, honesta",honest,Adj,,
la salva," salvo, volley",N,f,military
la infección,infection,N,f,
"típico, típica",typical ,Adj,,"characteristically representing something by form, group, idea or type"
intercambiar," to interchange, to exchange",V,,transitive
la respiración,respiration,N,f,
cenar,to dine; to have supper; to have a lavish meal,V,,
la parte,"part, section, portion, share, piece, bit, cut, proportion",N,f,
mate,matte ,Adj,,not reflective of light
el ambo, suit,N,m,"Argentina, Chile, Uruguay"
salvaje,"especially of animals wild, savage untamed, not domesticated",Adj,,"especially of animalsuntamed, not domesticated"
el valle,valley,N,m,
la explicación,explanation,N,f,
el reconocimiento,recognition,N,m,
estelar, star; stellar of or relating to stars,Adj,,relational
la mentira,"lie, trick, falsity",N,f,
el pasaporte,passport,N,m,
manchar," to spot, stain, mark, to smudge",V,,transitive
el boleto,ticket,N,m,
la reacción,reaction,N,f,
el depósito,deposit,N,m,
"pánico, pánica",pertaining to the god Pan,Adj,,
el judas,traitor,N,m,
el alcalde,mayor ,N,m,the leader of a city or a municipality
